C.D.S.  -  SIMBAD4 rel 1.7  -  2020.08.18CEST10:10:23

dec >= 40 & Bmag <= 7.5
-----------------------

Number of objects : 2740

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
2196|* 44 Lyn                           |LP?|09 46 31.6673461998 +57 07 41.044566335| 8.62 | 6.82 | 5.20 |     ~|     ~|M3III                |  35 |   0
2197|HD 85945                           |PM*|09 57 13.6110469173 +57 25 05.546490608|     ~| 6.854| 5.959|     ~|     ~|G6III:Fe-0.5         |  39 |   0
2198|HD 86378                           |*  |09 59 51.6872226361 +56 48 42.504231963|     ~| 6.975| 5.485|     ~|     ~|K5III                |  29 |   0
2199|HD 83886                           |PM*|09 43 06.9459637943 +54 21 49.326089624|     ~| 6.589| 6.477|     ~|     ~|A5m                  |  39 |   0
2200|HD 81790                           |PM*|09 29 47.7327336323 +55 44 42.851501455| 6.840| 6.870| 6.510|     ~|     ~|F3Vs                 |  30 |   0
2201|* e UMa                            |dS*|09 16 11.3275757272 +54 01 18.687827265|     ~| 4.995| 4.805|     ~| 4.58 |A6V                  | 131 |   0
2202|HD 80233                           |*  |09 20 29.4519734413 +52 27 03.530617303| 6.670| 6.610| 6.540|     ~|     ~|A0                   |  13 |   0
2203|HD 76290                           |*  |08 57 11.7817571791 +50 44 30.240285985|     ~| 7.36 | 7.32 |12.0  |     ~|A0                   |   9 |   0
2204|* f UMa                            |PM*|09 08 52.2576325 +51 36 16.732968      | 4.87 | 4.75 | 4.48 | 4.21 | 4.10 |kA3VmF5IIISr         | 141 |   0
2205|HD 77570                           |PM*|09 05 18.7533059821 +50 49 25.644335889| 7.190| 7.180| 6.780|     ~|     ~|F2                   |  25 |   0
2206|HD 72441                           |*  |08 34 53.4796177770 +48 32 01.383355682|     ~| 6.93 | 6.73 |     ~|     ~|A0                   |   4 |   0
2207|HD 72392                           |*  |08 34 29.7726355329 +47 08 22.662830189|     ~| 6.661| 6.670|     ~|     ~|A0                   |  16 |   0
2208|HD 71148                           |PM*|08 27 36.7845769755 +45 39 10.757178045|     ~| 6.94 |     ~| 5.9  |     ~|G1V                  | 172 |   0
2209|* 28 Lyn                           |SB*|08 07 09.9494524913 +43 15 37.295983921| 6.240| 6.320| 6.350|     ~|     ~|A1V                  |  37 |   0
2210|HD 68562                           |*  |08 14 49.0046311242 +43 02 05.950770231|     ~| 6.89 | 6.86 |     ~|     ~|A0                   |  11 |   1
2211|HD 139780                          |*  |15 38 22.7457054776 +43 36 15.333269713|     ~| 6.964| 6.795|     ~|     ~|A2                   |   7 |   0
2212|HD 137390                          |*  |15 24 05.1169303176 +45 16 15.712666654|     ~| 7.270| 6.055|     ~|     ~|K2III                |  24 |   0
2213|HD 136751                          |PM*|15 20 41.6801389552 +44 26 03.758847694|     ~| 6.495| 6.140|     ~|     ~|F3V                  |  51 |   0
2214|* k Boo                            |PM*|15 05 25.8346425267 +48 09 03.494251617|     ~| 5.568| 5.577|     ~|     ~|A0Vs                 |  72 |   0
2215|HD 133029                          |a2*|15 00 38.7184473383 +47 16 38.793165772|     ~| 6.250| 6.351|     ~|     ~|A0VspSiSrCr          | 204 |   0
2216|* i Boo A                          |PM*|15 03 47.2296400706 +47 39 14.318060796|     ~| 5.72 | 5.136|     ~|     ~|F5V                  |  44 |   0
2217|* i Boo B                          |SB*|15 03 47.5145615709 +47 39 16.128926807|     ~| 6.82 | 6.004|     ~|     ~|G9:                  |  53 |   1
2218|* i Boo                            |EB*|15 03 47.29565 +47 39 14.6228          |     ~| 5.41 | 4.76 |     ~|     ~|G0Vn                 | 523 |   0
2219|HD 132254                          |PM*|14 56 23.0406690689 +49 37 42.416350556|     ~| 6.13 |     ~| 5.3  |     ~|F8-V                 | 120 |   0
2220|* 39 Boo A                         |PM*|14 49 41.2937004744 +48 43 14.902588504|     ~| 6.75 | 6.248|     ~|     ~|F8V                  |   8 |   0
2221|* 39 Boo B                         |SB*|14 49 41.4893066808 +48 43 16.809236103|     ~| 7.08 | 6.620|     ~|     ~|F7V                  |   8 |   1
2222|HD 125019                          |*  |14 15 16.9963755157 +52 32 09.324375151|     ~| 6.642| 6.560|     ~|     ~|A4V                  |  30 |   0
2223|* kap02 Boo                        |dS*|14 13 29.0092522950 +51 47 23.877557568|     ~| 4.74 | 4.51 |     ~|     ~|A7IV                 | 145 |   0
2224|* kap01 Boo                        |SB*|14 13 27.8241117808 +51 47 16.622477020| 7.04 | 7.08 | 6.69 |     ~|     ~|F2V                  |  78 |   0
2225|HD 126138                          |V* |14 21 59.8628379430 +53 31 16.272001471| 6.950| 7.430| 7.570|     ~|     ~|B9V                  |  21 |   0
2226|HD 125557                          |*  |14 18 31.1468424420 +52 01 59.956306978| 7.160| 7.060| 6.920|     ~| 6.74 |A2                   |  15 |   0
2227|* iot Boo                          |dS*|14 16 09.9303389767 +51 22 02.032771982| 5.01 | 4.95 | 4.75 | 4.60 | 4.51 |A7V                  | 151 |   0
2228|HD 125349                          |*  |14 17 21.1387685499 +51 18 26.408038511|     ~| 6.245| 6.195|     ~|     ~|A2IV                 |  29 |   0
2229|* tet Boo                          |PM*|14 25 11.7970287 +51 51 02.676894      | 4.57 | 4.56 | 4.05 | 3.64 | 3.39 |F7V                  | 339 |   0
2230|HD 122007                          |** |13 57 42.8305064312 +53 54 36.220413582|     ~| 7.21 | 6.93 |     ~|     ~|A0                   |  13 |   0
2231|HD 122200                          |*  |13 58 55.41525 +53 06 23.3056          |     ~| 6.990| 6.886|     ~|     ~|A2                   |  11 |   1
2232|* 86 UMa                           |*  |13 53 51.0141267619 +53 43 43.232639834|     ~| 5.658| 5.695|     ~|     ~|A0V                  |  52 |   0
2233|HD 120915                          |PM*|13 50 59.7089843623 +53 17 25.900304351|     ~| 7.33 | 6.88 |     ~|     ~|F5                   |  21 |   0
2234|* 84 UMa                           |a2*|13 46 35.6568767342 +54 25 57.642548613|     ~| 5.632| 5.675|     ~|     ~|A0VpSrCrEu           | 142 |   0
2235|* zet02 UMa                        |SB*|13 23 56.3230195273 +54 55 18.506044965|     ~| 4.05 | 3.88 |     ~|     ~|kA1h(eA)mA7IV-V      | 174 |   1
2236|* zet01 UMa                        |SB*|13 23 55.542873 +54 55 31.30258        | 2.11 | 2.271| 2.220| 2.10 | 2.12 |A1.5Vas              | 299 |   0
2237|* g UMa                            |** |13 25 13.5378333 +54 59 16.654781      | 4.260| 4.180| 4.010| 3.85 | 3.78 |A5V+M3-4V            | 288 |   0
2238|HD 119992                          |PM*|13 45 13.2128099620 +55 52 45.649671184|     ~| 6.97 |     ~| 6.2  |     ~|F7IV-V               |  50 |   0
2239|* 81 UMa                           |*  |13 34 07.3058483257 +55 20 54.363510733|     ~| 5.569| 5.588|     ~|     ~|A0V                  |  74 |   0
2240|* 83 UMa                           |LP*|13 40 44.2733508 +54 40 53.889137      | 8.25 | 6.29 | 4.66 | 3.26 | 2.14 |M2III                | 131 |   0
2241|HD 115043                          |PM*|13 13 37.0081498408 +56 42 29.762950141|     ~| 7.423| 6.813|     ~|     ~|G1Va                 | 237 |   0
2242|* 78 UMa                           |** |13 00 43.69949 +56 21 58.8102          |     ~| 5.29 | 4.93 |     ~|     ~|F2V                  | 264 |   1
2243|* 78 UMa A                         |*  |13 00 43.6808824999 +56 21 58.860570790|     ~| 5.39 | 5.02 |     ~|     ~|~                    |   4 |   0
2244|* eps UMa                          |a2*|12 54 01.7495922 +55 57 35.362645      | 1.76 | 1.75 | 1.77 | 1.79 | 1.82 |A1III-IVpkB9         | 454 |   0
2245|* 75 UMa                           |*  |12 30 04.2595325352 +58 46 03.992498535|     ~| 7.059| 6.065|     ~|     ~|G8III-IV             |  18 |   0
2246|* 74 UMa                           |PM*|12 29 57.3059128800 +58 24 20.630116574|     ~| 5.552| 5.347|     ~|     ~|A8V                  |  57 |   0
2247|* 70 UMa                           |PM*|12 20 50.8827542376 +57 51 50.826687564|     ~| 6.975| 5.524|     ~|     ~|K5III                |  19 |   0
2248|* 71 UMa                           |V* |12 25 03.2090719447 +56 46 40.186969517| 9.26 | 7.43 | 5.81 |     ~|     ~|M3III                |  28 |   0
2249|* del UMa                          |PM*|12 15 25.5606327 +57 01 57.415606      | 3.460| 3.410| 3.320| 3.25 | 3.25 |A2Vn                 | 280 |   0
2250|* 66 UMa                           |*  |11 55 58.4171879842 +56 35 54.805694004|     ~| 6.928| 5.824|     ~|     ~|K1III                |  49 |   0
2251|HD 101391                          |*  |11 40 27.4306743566 +57 58 13.459869342|     ~| 6.242| 6.335|     ~|     ~|B9VpHgMn             |  43 |   0
2252|HD 99859                           |PM*|11 29 43.5640426785 +56 44 15.269702031|     ~| 6.435| 6.278|     ~|     ~|A5V                  |  44 |   0
2253|V* HQ UMa                          |dS*|11 30 42.7797584600 +56 44 46.986565055|     ~| 7.41 | 7.10 |     ~|     ~|F0                   |  14 |   0
2254|HD 98673                           |PM*|11 21 49.2890397025 +57 04 29.484508352| 6.680| 6.600| 6.440|     ~| 6.25 |A7Vn                 |  45 |   0
2255|HD 93847                           |*  |10 51 05.9088941329 +56 14 15.792930615|     ~| 7.49 | 7.45 |     ~|     ~|B9                   |  20 |   0
2256|* 43 UMa                           |PM*|10 51 11.0099592723 +56 34 56.121840000|     ~| 6.796| 5.661|     ~|     ~|K2III                |  21 |   0
2257|* bet UMa                          |PM*|11 01 50.4765370 +56 22 56.733912      | 2.35 | 2.35 | 2.37 | 2.31 | 2.35 |A1IVps               | 406 |   1
2258|* 37 UMa                           |PM*|10 35 09.6941789183 +57 04 57.499306343|     ~| 5.481| 5.148|     ~|     ~|F1V                  | 171 |   1
2259|* 39 UMa                           |PM*|10 43 43.3280747585 +57 11 57.108881930|     ~| 5.744| 5.782|     ~|     ~|A0III                |  56 |   0
2260|* 40 UMa                           |SB*|10 45 59.8719938480 +56 55 15.019757538|     ~| 7.41 | 7.105|     ~|     ~|A8V                  |  34 |   0
2261|HD 89414                           |*  |10 20 31.1508869304 +54 13 00.613021628|     ~| 7.156| 6.012|     ~|     ~|K3III:               |  20 |   0
2262|HD 87141                           |*  |10 04 36.3228504340 +53 53 30.173493630|     ~| 6.191| 5.708|     ~|     ~|F5V                  | 112 |   0
2263|HD 89389                           |PM*|10 20 14.8041983907 +53 46 45.882750558|     ~| 7.023| 6.453|     ~|     ~|F8V                  |  52 |   0
2264|* phi UMa                          |** |09 52 06.35437 +54 03 51.5962          |     ~| 4.602| 4.557|     ~|     ~|A3IV                 | 148 |   0
2265|* 26 UMa                           |PM*|09 34 49.4325910 +52 03 05.316490      |     ~| 4.501| 4.463|     ~|     ~|A0Vn                 |  88 |   0
2266|HD 81025                           |** |09 24 55.67898 +51 34 26.0255          |     ~| 7.142| 6.368|     ~|     ~|G2III                |  41 |   0
2267|* 37 Lyn                           |PM*|09 20 43.7609262731 +51 15 57.831874764| 6.470| 6.530| 6.110|     ~|     ~|F3V                  |  43 |   0
2268|* tet UMa                          |PM*|09 32 51.4338939 +51 40 38.281102      | 3.67 | 3.64 | 3.18 | 2.74 | 2.47 |F7V                  | 386 |   0
2269|HD 77227                           |*  |09 03 02.8359830476 +49 56 53.722165430|     ~| 6.92 | 6.86 |     ~|     ~|A2                   |   4 |   0
2270|HD 78792                           |*  |09 11 56.2542315519 +50 26 23.655663561|     ~| 6.694| 6.678|     ~|     ~|A0                   |  11 |   0
2271|HD 77770                           |*  |09 06 22.5327487636 +49 36 41.012566296| 6.54 | 7.301| 7.485|     ~|     ~|B2IV                 |  50 |   0
2272|HD 77601                           |*  |09 05 24.0945443994 +48 31 49.139252784|     ~| 6.40 | 5.95 |     ~|     ~|F6II-III             |  33 |   0
2273|* kap UMa                          |** |09 03 37.52762 +47 09 23.4890          |     ~| 3.55 | 3.55 |     ~|     ~|A1Vn                 | 164 |   0
2274|* iot UMa                          |** |08 59 12.45362 +48 02 30.5741          | 3.40 | 3.33 | 3.14 | 2.92 | 2.85 |A6                   | 283 |   0
2275|* 34 Lyn                           |PM*|08 41 01.0702830751 +45 50 02.417902788|     ~| 6.344| 5.359|     ~|     ~|G8IV                 |  97 |   0
2276|HD 73971                           |PM*|08 43 00.1503633793 +46 54 03.020114594|     ~| 7.193| 6.205|     ~|     ~|G8III                |  17 |   0
2277|* 31 Lyn                           |LP*|08 22 50.1099966 +43 11 17.272427      | 7.71 | 5.80 | 4.25 | 3.05 | 2.17 |K4+III               | 144 |   0
2278|* nu.01 Boo                        |*  |15 30 55.7602244406 +40 49 58.970942563|     ~| 6.617| 5.026|     ~|     ~|K4.5IIIbBa0.5        | 111 |   0
2279|* nu.02 Boo                        |** |15 31 46.9816962408 +40 53 57.540527813|     ~| 5.074| 4.978|     ~|     ~|A2V                  | 107 |   0
2280|* phi Boo                          |PM*|15 37 49.5981378821 +40 21 12.361532024|     ~| 6.140| 5.254|     ~|     ~|G7III-IVFe-2         | 115 |   0
2281|HD 135517                          |PM*|15 13 59.2199476381 +43 02 53.105808575| 6.950| 6.850| 6.660|     ~| 6.43 |A5                   |  20 |   0
2282|HD 133484                          |** |15 03 06.5718009617 +44 38 40.185039426|     ~| 7.11 | 6.65 |     ~|     ~|F6IV                 |  70 |   0
2283|* h Boo                            |PM*|14 49 18.6706205911 +46 06 58.336885592|     ~| 6.223| 5.757|     ~|     ~|F6IVs                |  71 |   0
2284|V* CH Boo                          |LP?|14 34 39.6206202748 +49 22 06.072608006| 9.18 | 7.30 | 5.74 |     ~|     ~|M1III                |  32 |   0
2285|HD 128184                          |*  |14 34 05.0214146587 +46 47 11.353753050|     ~| 6.558| 6.507|     ~|     ~|A0                   |  10 |   0
2286|* g Boo                            |PM*|14 28 37.8130531842 +49 50 41.461096501|     ~| 6.44 |     ~| 5.1  |     ~|G4III-IVFe-1         |  94 |   0
2287|HD 125558                          |PM*|14 18 52.4333858016 +48 35 32.720971307|     ~| 7.38 | 7.09 |     ~|     ~|A5                   |  12 |   0
2288|HD 122866                          |*  |14 02 59.7578621026 +50 58 18.510167854|     ~| 6.16 | 6.15 |     ~|     ~|A2V                  |  35 |   0
2289|* 13 Boo                           |LP*|14 08 17.3024331696 +49 27 29.399325634| 8.82 | 6.90 | 5.25 |     ~|     ~|M1.5III              |  79 |   0
2290|* 82 UMa                           |PM*|13 39 30.4483768579 +52 55 16.345001165|     ~| 5.568| 5.456|     ~|     ~|A2Vnp                |  46 |   0
2291|HD 119765                          |*  |13 43 54.7783012972 +52 03 51.887829000|     ~| 6.027| 6.018|     ~| 5.98 |A1V                  |  55 |   0
2292|HD 117242                          |PM*|13 27 59.6292530644 +52 44 44.121431939|     ~| 6.587| 6.345|     ~|     ~|F0                   |  18 |   0
2293|V* V352 UMa                        |El*|12 55 39.0280314176 +54 57 40.482032685|     ~| 6.80 | 6.79 |     ~|     ~|A0                   |  14 |   0
2294|* 73 UMa                           |*  |12 27 35.1031721322 +55 42 45.799889126| 9.17 | 7.25 | 5.70 |     ~|     ~|M2III                |  31 |   0
2295|* 72 UMa                           |*  |12 26 32.6096650798 +55 09 34.023501647| 7.260| 7.160| 7.060|     ~|     ~|A0                   |  26 |   0
2296|* 1 CVn                            |*  |12 14 43.4104214933 +53 26 04.655463785|     ~| 7.237| 6.171|     ~|     ~|K0III:               |  21 |   0
2297|* gam UMa                          |Em*|11 53 49.8473166 +53 41 41.135025      | 2.440| 2.450| 2.440| 2.44 | 2.47 |A0Ve+K2V             | 380 |   0
2298|HD 102328                          |*  |11 46 55.6228714511 +55 37 41.487866598|     ~| 6.528| 5.254|     ~|     ~|K2.5IIIbCN1          | 137 |   0
2299|HD 99913                           |SB*|11 30 12.8681453225 +54 21 44.067892816| 8.120| 7.440| 6.490|     ~|     ~|K0III                |  17 |   0
2300|HD 100615                          |*  |11 35 04.8850009666 +54 47 07.507768940|     ~| 6.654| 5.628|     ~|     ~|K0III                |  33 |   0
2301|V* FI UMa                          |dS*|11 12 44.4488258075 +54 53 39.438178772| 6.800| 6.720| 6.640|     ~|     ~|A4V                  |  36 |   0
2302|HD 99283                           |PM*|11 25 57.1100533504 +55 51 01.649037137| 7.450| 6.700| 5.700|     ~|     ~|K0III                |  33 |   0
2303|HD 97125                           |PM*|11 11 31.2943300565 +54 08 57.805939388|     ~| 6.88 | 6.67 |     ~|     ~|A5                   |   8 |   0
